id,category,query1,query2,label
985,胸膜炎,胸膜炎在复查阶段咳嗽是哪种病？,胸膜炎在复查阶段咳嗽是患了什么毛病？,1
986,肺气肿,肺气肿病人厌食该怎么做？,肺气肿有什么症状？,0
987,上呼吸道感染,春季如何预防宝宝上呼吸道感染？,春季上呼吸道感染宝宝如何预防？,1
988,哮喘,治疗哮喘的最好方法是什么？,治疗哮喘效果最好的方法是什么？,1
989,感冒,吃什么对孕妇感冒好,要是孕妇感冒了能吃什么？？,1
990,感冒,晕车能不能吃三九感冒灵,感冒咳嗽可以吃三九感冒灵吗,0
991,感冒,孩子经常流黄鼻涕能吃药吗？,孩子经常流黄鼻涕需要吃什么药？,1
992,支原体肺炎,利君沙颗粒怎么样，治疗什么的？,利君沙颗粒是什么,0
993,肺气肿,肺气肿复发可能性大吗,肺气肿复发的概率高吗,1
994,胸膜炎,包裹性的结合胸膜炎如何根治？,如何根治包裹性的结合胸膜炎？,1
995,感冒,感冒头痛全身酸痛眼睛迷糊是什么原因,感冒头痛全身酸痛眼睛迷糊是为什么,1
996,感冒,感冒了吃药时喝茶叶水可以吗？,感冒了吃药时不可以用茶叶水吗？,0
997,感冒,感冒喉咙痛是否能吃感冒胶囊？,感冒喉咙痛吃999感冒灵颗粒管用吗,0
998,肺炎,如何确诊洋葱假单胞菌肺炎？,洋葱假单胞菌肺炎有哪些症状？,0
999,哮喘,喉咙有异物感多口水该怎么做？,喉咙有异物感多口水如何是好？,1
1000,感冒,哺乳期感冒吃什么药好呢？,哺乳期感冒能吃什么药？,1
1001,感冒,感冒打预防针预防什么,打预防针后感冒了能服药吗,0
1002,感冒,小孩感冒头疼感冒发烧如何处理？,四岁小孩感冒头疼应该怎么办,1
1003,感冒,要是孕妇感冒了可以吃什么,孕妇感冒了用热水烫脚可以吗？？,0
1004,感冒,怀孕期间感冒了怎么办才好,怀孕期间感冒了有什么护理小妙招吗,1
1005,肺炎,3岁小孩肺炎症状有哪些?,幼儿肺炎的发病表现是什么,1
1006,哮喘,老是咳嗽他是变异性哮喘么,咳嗽变异性哮喘严重吗,0
1007,哮喘,吃什么对变异性哮喘患者好,变异性哮喘该如何确认？,0
1008,感冒,宝宝流黄色的粘稠鼻涕有什么办法,宝宝流黄色的粘稠鼻涕有什么方法,1
1009,肺气肿,肺气肿的早期症状是什么？,肺气肿的早期如何治疗？,0
1010,感冒,心脏偶尔快速跳动是什么情况？,心脏偶尔快速跳动是怎么了？,1
1011,感冒,感冒打喷嚏流鼻涕，还在哺乳期，怎么办？,哺乳期感冒有点鼻塞和咳嗽，有什么药是可以安全服用？,0
1012,感冒,哺乳期感冒了有什么办法,哺乳期感冒对孩子有影响吗,0
1013,感冒,宝宝有透明粘鼻涕需要处理吗,宝宝有透明粘鼻涕有什么方法,1
1014,感冒,三个月宝宝鼻子呼呼响没看到鼻涕是什么原因,婴儿鼻子呼呼响没看到鼻涕是呼吸道疾病吗,0
1015,感冒,鼻塞打喷嚏流鼻涕如何是好？,鼻子不通气打喷嚏流鼻涕该怎么办？,1
1016,感冒,刚出生十多天的宝宝鼻塞流鼻涕该怎么做？,刚出生十多天的宝宝鼻塞流鼻涕如何处理？,1
1017,感冒,感冒打预防针有什么作用,打过预防针需要注意哪些方面,0
1018,感冒,感冒打预防针预防什么,感冒打预防针有什么危害,1
1019,肺炎,新型肺炎确诊婴儿,求助新生儿肺炎治疗,0
1020,肺炎,23价肺炎疫苗要不要打,沂南县接种23价肺炎疫苗哪个医院好？,0
1021,胸膜炎,"支气管肺炎,胸膜炎,什么东西禁吃？","得了支气管肺炎,胸膜炎,吃什么需要忌口",1
1022,上呼吸道感染,，克拉霉素片嗓子疼可以吃吗？,，嗓子疼吃阿莫西林胶囊合适吗？,0
1023,咳血,服用百令胶囊有什么需要特别注意的吗？,百令胶囊效果好吗？,0
1024,肺气肿,肺气肿胸闷气短怎么办？,肺气肿胸闷气短怎么办？,1
1025,上呼吸道感染,上呼吸道消炎药有几种,上呼吸道消炎药有多少,1
1026,支原体肺炎,克拉霉素的介绍怎么没有呢,克拉霉素详细介绍咋没有,1
1027,肺炎,13价肺炎和23价肺炎有什么区别,13价肺炎和23价肺炎怎样区分,1
1028,肺炎,肺炎是怎么引起的肺炎是怎么引起的,肺炎是什么导致的的？,1
1029,肺气肿,肺气肿晚期能服用哪种药治好？,肺气肿晚期能治疗吗？,0
1030,肺炎,肺炎13介疫苗需要打吗？,注射13介肺炎疫苗有作用吗?,1
1031,上呼吸道感染,什么是上呼吸道感染,上呼吸道感染喝什么,0
1032,肺炎,得了肺炎容易致死吗,肺炎致死率高吗,1
1033,哮喘,咳嗽变异性哮喘可以根治吗,咳嗽变异性哮喘是咳嗽引起的吗,0
1034,感冒,怀孕第一个月能吃感冒药吗,吃感冒药对孕妇有什么影响吗,1
1035,上呼吸道感染,巨能清热解毒口服液治疗效果好吗,高血压的患者能喝巨能清热解毒口服液吗,0
1036,哮喘,变异性哮喘要做哪些检查项目？,变异性哮喘要做什么样的检查？,1
1037,胸膜炎,胸膜炎伴积水严重吗？,胸膜炎伴积水是不是严重？,1
1038,感冒,鼻子不通气打喷嚏流鼻涕该怎么办？,鼻塞打喷嚏流鼻涕咳嗽以怎样服药？,0
1039,感冒,儿童感冒流鼻涕咳嗽可以吃什么药,小孩感冒流鼻涕咳嗽吃感冒灵颗粒吗,0
1040,感冒,为什么感冒就一直流鼻涕,感冒一直流鼻涕应该注意什么,0
1041,感冒,哺乳期吃了感冒药什么时候可以喂奶,哺乳期发烧了，还能给宝宝吃奶吗,0
1042,胸膜炎,"支气管肺炎,胸膜炎,饮食上注意什么",支气管肺炎是咳嗽引起的吗,0
1043,感冒,刚怀孕，感冒了怎么办？,怀孕期间感冒一直不好该咋办,1
1044,感冒,小孩感冒发热建议吃药还是打针,小孩感冒发热吃那种药退烧效果好？,0
1045,感冒,晕车吃三九感冒灵可以吗,晕车能不能吃三九感冒灵,1
1046,感冒,感冒期间能不能喝龙牡壮骨颗粒,感冒能不能喝龙牡壮骨颗粒,1
1047,感冒,哺乳期的妈妈能否吃感冒药,哺乳期的宝宝感冒能吃感冒药吗？,1
1048,肺炎,6岁的孩子得肺炎采用什么方法治疗好,儿童得了肺炎如何治疗,1
1049,上呼吸道感染,克拉霉素缓释片治疗痤疮需要几个疗程,克拉霉素缓释片有什么用药禁忌,0
1050,支原体肺炎,患有支原体肺炎现在反复发作咳嗽严重怎么治疗？,患有支原体肺炎有哪些症状？,0
1051,上呼吸道感染,化癥回生口服液的疗效可以吧,孕妇可以喝化癥回生口服液吗,0
1052,上呼吸道感染,做什么检查可以查出上呼吸道感染,上呼吸道感染吃什么药,0
1053,上呼吸道感染,上呼吸道感染有什么症状,什么是上呼吸道感染的症状,1
1054,上呼吸道感染,，嗓子疼可以吃克拉霉素分散片吗？,，克拉霉素片嗓子疼可以吃吗？,1
1055,胸膜炎,胸膜炎活动时疼痛有加重的机率吗？,胸膜炎活动时可以做什么运动,0
1056,感冒,总是有流鼻涕打喷嚏如何处理？,一直流鼻涕打喷嚏洗澡有什么影响吗,0
1057,肺炎,小孩肺炎有什么好的治疗方案嘛？,小儿肺炎的偏方是什么,1
1058,肺炎,小孩肺炎要吃什么水果,两个月大婴儿得了肺炎怎么办,0
1059,上呼吸道感染,上呼吸道感染主要引起的原因 ?,上呼吸道感染是什么原因造成的,1
1060,感冒,孕妇能经常闻风油精和花露水吗,孕妇经常用花露水对胎儿有影响吗,0
1061,上呼吸道感染,由焦虑导致的肠痉挛怎么治疗？,怎么治疗由焦虑导致的肠痉挛？,1
1062,感冒,三个月宝宝鼻子呼呼响没看到鼻涕是为什么,婴儿鼻子呼呼响没看到鼻涕是呼吸道疾病吗,0
1063,肺炎,1岁宝宝反复发烧咳嗽如何护理,宝宝4岁反复发烧咳嗽咋办,0
1064,支原体肺炎,支原体肺炎和衣原体肺炎哪个比较严重？,支原体和衣原体是怎么感染的？,0
1065,哮喘,儿童咳嗽变异性哮喘如何医治?,儿童咳嗽变异性哮喘有什么特点？,0
1066,感冒,宝宝爱流鼻涕怎么回事,宝宝老是流鼻涕是遗传吗,0
1067,感冒,打喷嚏流鼻涕的宝宝应该怎么办,宝宝打喷嚏流鼻涕吃什么药好得快,0
1068,感冒,怀孕前期感冒需要怎么做,怀孕前期感冒能怎么做,1
1069,上呼吸道感染,孕妇上呼道感染能吃什么药,孕妇上呼道感染能引起腹泻吗,0
1070,感冒,宝宝有透明粘鼻涕怎样治,宝宝有透明粘鼻涕有什么方法,1
1071,感冒,为什么一来月经就感冒,一来月经就发烧说明体制差吗,0
1072,感冒,在怀孕期间感冒了，嗓子痛怎么办？,孕妇感冒会影响胎儿吗？,0
1073,肺炎,23价肺炎疫苗打需要多少钱啊？,23价肺炎疫苗价格是多少,1
1074,感冒,不到5岁小孩老是感冒怎么治？,不到5岁小孩老是感冒采取什么办法？,1
1075,胸膜炎,治疗好的胸膜炎病人长寿的机率大吗,治疗好的胸膜炎病人留后遗症吗,0
1076,感冒,感冒还能喝龙牡壮骨颗粒吗,感冒喝龙牡壮骨颗粒行吗,1
1077,肺气肿,肺气肿要如何保养，吃什么好？,肺气肿应该怎么保养吃些什么好？,1
1078,感冒,宝宝流鼻涕是感冒症状吗,宝宝流鼻涕是不是感冒了？,1
1079,咳血,同仁堂二母宁嗽丸的疗效怎么样,同仁堂二母宁嗽丸的疗效好吗,1
1080,肺炎,冠状病毒感染的症状有哪些？,冠状病毒的症状有哪些？,1
1081,肺炎,肺炎是什么引起的,肺炎多久能康复,0
1082,肺炎,23价肺炎疫苗的不良反应有哪些？,23价肺炎疫苗能有不良反应吗,1
1083,胸膜炎,胸膜炎的恶性结果是什么,什么是胸膜炎的恶性后果,1
1084,胸膜炎,结核性胸膜炎可以用椒目葶苈汤来治疗吗？,椒目葶苈汤能治疗胸膜炎吗？,1
1085,支原体肺炎,罗红霉素颗粒是不是不太适合小孩，治疗什么病呢,罗红霉素颗粒适合长时间吃吗,0
1086,胸膜炎,得肿瘤性胸膜炎跟什么有关系,是什么引起肿瘤性胸膜炎的,1
1087,上呼吸道感染,化癥回生口服液的疗效可以吧,化癥回生口服液的一只多少毫升,0
1088,感冒,孩子细菌性感冒能吃什么药,孩子细菌性感冒吃什么药,1
1089,肺气肿,患了肺气肿一般会有哪些症状表现啊,肺气肿常见的病因是什么？,0
1090,支原体肺炎,肺炎支原体发高烧如何是好？,肺炎支原体发高烧不退该怎么做？,1
1091,感冒,一来月经就感冒是什么原因,为啥一来月经就感冒,1
1092,肺炎,1岁宝宝反复发烧咳嗽如何护理,1岁宝宝为什么反复发烧和咳嗽,0
1093,感冒,小孩热伤风的特征是什么,小孩热伤风有什么症状,1
1094,感冒,今年冬天经常感冒有什么办法呢,今年冬天经常感冒咋回事呢,1
1095,感冒,有什么方法能让感冒好的快一些呢,感冒打疫苗还有效果吗?,0
1096,感冒,月经期间吃感冒药物的影响有哪些,月经期间吃感冒药物对身体有哪些影响,1
1097,感冒,感冒灵颗粒孕妇能不能使用,孕妇感冒了可以吃感冒灵颗粒吗,1
1098,上呼吸道感染,咳嗽得难受用什么办法可以缓解症状,咳嗽是因为感冒了吗,0
1099,感冒,孩子感冒流鼻涕有什么办法？,小宝宝伤风流鼻涕怎么办,0
1100,感冒,感冒了脸浮肿是为什么,感冒了脸浮肿吃东西需要忌口吗,0
1101,感冒,怀孕16周多感冒了有什么办法吗,怀孕16周多感冒了能吃药吗,1
1102,感冒,宝宝一直流鼻涕是为什么,宝宝老是流鼻涕是咋回事?,1
1103,肺气肿,怎么治疗肺纤维化肺气肿,肺纤维化肺气肿治疗方案有哪些？,1
1104,支原体肺炎,服用肺力咳胶囊还需要服用消炎药吗？,肺力咳胶囊和肺力咳合剂的区别？,0
1105,感冒,小孩感冒好后吃什么增强免疫力,小孩感冒后可以多喝水吗,0
1106,哮喘,有过敏性哮喘适合哪些运动？,过敏性哮喘注意事项是什么,0
1107,哮喘,治疗支气管炎效果最好的方法是什么?,治疗支气管炎要注意什么？,0
1108,肺气肿,肺气肿是什么疾病啊？,肺气肿是什么病严重吗,0
1109,哮喘,北京哪家医院治疗哮喘好？,哮喘好治吗？,0
1110,肺炎,婴儿先天性喉喘鸣怎样治疗,婴儿先天喉喘鸣好治吗,0
1111,肺气肿,肺气肿是怎么造成的？,肺气肿如何治疗？,0
1112,肺气肿,肺气肿能治愈好吗怎么治愈？,小孩肺气肿症状,0
1113,感冒,六个月的宝宝有点流鼻涕有什么办法吗？,宝宝6个月大，有点流鼻涕怎么治？,1
1114,感冒,怀孕感冒了采取什么方法？？？,怀孕感冒了该咋办？？？,1
1115,肺气肿,老年人得了慢支肺气肿怎么办,老年人慢支肺气肿有什么症状？,0
1116,感冒,转移因子胶囊和口服液哪个疗效更好一些?,转移因子是口服液的好还是胶囊的好？,1
1117,肺气肿,肺气肿加心脏病可以打感冒预防针吗,肺气肿引发心脏问题后还能打感冒预防针吗,1
1118,哮喘,变异性哮喘的症状有哪些，有白痰吗？,变异性哮喘会传染吗？,0
1119,感冒,为什么感冒就一直流鼻涕,感冒流鼻涕可以喝冰水么？,0
1120,肺炎,老人患肺炎正常情况要治疗多长时间才能痊愈,老人患肺炎要治疗好得多长时间,1
1121,感冒,孩子擤鼻涕耳朵被堵了怎么办,擤鼻涕把耳朵堵了，耳朵会聋吗,0
1122,哮喘,吸入用复方异丙托溴铵溶液是如何使用的呢？,怎么使用吸入用复方异丙托溴铵溶液？,1
1123,肺气肿,肺气肿复发可能性大吗,肺气肿的复发率有多高？,1
1124,感冒,流黄色鼻涕是什么问题？,鼻涕由清变黄是好转吗？,0
1125,支原体肺炎,红霉素肠溶片的功效是什么呢，要怎么服用,红霉素肠溶片可以随便吃吗,0
1126,肺气肿,肺气肿能治愈好吗怎么治愈？,肺气肿能治好吗？,1
1127,感冒,怀孕感冒喉咙痛可以吃什么药,怀孕感冒喉咙痛要多喝水,0
1128,肺炎,孩子得了肺炎要怎么治疗好？,平时的时候怎么样预防孩子得肺炎的病？,0
1129,感冒,小宝宝感冒流鼻涕该做什么？,小宝宝感冒流鼻涕咋办,1
1130,感冒,怎样快速治疗孕妇感冒,孕妇感冒最快治疗方法有几种,1
1131,胸膜炎,细菌性胸膜炎应如何治疗能否治愈吗,细菌性胸膜炎应可治愈吗,0
1132,感冒,宝宝有透明粘鼻涕需要治疗吗,宝宝有透明粘鼻涕怎样治,1
1133,支原体肺炎,如何定义支原体小儿肺炎？,支原体小儿肺炎是什么意思？,1
1134,咳血,咳嗽咯血半年是怎么回事？,咳嗽咯血半年是什么情况？,1
1135,感冒,感冒总流鼻涕是怎么回事呀？,感冒一直流鼻涕可以服用什么药吗,0
1136,肺气肿,肺气肿不能吃什么东西的？,得了肺气肿吃什么药好,0
1137,肺炎,23价肺炎疫苗价格是多少,23价肺炎疫苗有副作用吗,0
1138,肺气肿,肺气肿有必要做手术吗？,肺气肿做手术多少钱,0
1139,支原体肺炎,宝宝肺炎支原体持续低烧不退如何是好？,肺炎支原体会一直低烧的吗？,0
1140,感冒,六个月的宝宝有点流鼻涕怎么治？,宝宝6个月大，有点流鼻涕怎么治？,1
1141,感冒,宝宝吃过东西就吐有什么好的办法？,宝宝吃过东西就吐能吃消食片吗,0
1142,肺气肿,肺气肿是怎么定义的？有哪些症状？,肺气肿是怎样的一种病，症状表现为什么？,1
1143,上呼吸道感染,上呼道感染吃什么药,上呼道感染有什么症状,0
1144,肺炎,肺炎疫苗几年打一次,肺炎疫苗一般需要打几次,0
1145,肺炎,新型冠状肺炎潜伏期多久,新型肺炎的潜伏期,1
1146,肺气肿,肺气肿该如何治疗？,肺气肿哪个医院看的好？,0
1147,哮喘,得了过敏性哮喘怎么样治,患了过敏性哮喘有什么症状,0
1148,感冒,刚怀孕时就感冒对胎儿有无影响？,怀孕感冒慢严舒柠可以吃吗？,0
1149,感冒,病毒性感冒和普通型感冒有什么不同？,普通感冒跟病毒性感冒的区别有什么,1
1150,支原体肺炎,小孩反复咳嗽好了咽喉怎么长了呢,小孩反复感冒咳嗽吃什么药,0
1151,上呼吸道感染,婴儿上呼吸道感染是怎么造成的？,婴儿上呼吸道感染，会有什么症状呢,0
1152,感冒,哺乳期感冒吃什么药好呢？,哺乳期宝宝可以喝蜂蜜水吗,0
1153,肺炎,23介肺炎疫苗有打的必要吗,23价肺炎疫苗必需要打吗,1
1154,感冒,孕妇吃感冒药期间怀孕了，有什么影响,孕妇吃感冒药有什么危害,0
1155,上呼吸道感染,月经期间可以服用克拉霉素缓释片吗？,克拉霉素缓释片月经期间可以吃能够有药效吗？,0
1156,支原体肺炎,肺炎支原体检查多久出结果？,肺炎支原体抽血检查能确诊吗？,0
1157,肺炎,肺炎的早期症状是什么,早期症状的肺炎有什么表现,1
1158,肺炎,23价肺炎疫苗需要多少钱,后悔打23价肺炎了？,0
1159,感冒,我这几天感冒喉咙痛吃感冒胶囊可以吗,感冒喉咙痛吃感冒胶囊有用吗,1
1160,胸膜炎,如何区别胸膜炎疼和乳腺疼？,胸膜炎疼和乳腺疼有什么区别？,1
1161,支原体肺炎,孩子反复发烧很担心怎么办,反复发烧这种情况要不要担心？,1
1162,上呼吸道感染,感冒经常反复发作怎么办,感冒经常反复发作该用什么药,1
1163,哮喘,咳嗽变异性哮喘饮食方面如何护理,咳嗽变异性哮喘吃什么药可以缓解,0
1164,感冒,孩子感冒流鼻涕有什么办法？,小宝宝感冒流鼻涕可以用消炎药吗？,0
1165,支原体肺炎,克拉霉素和克拉仙的功效和成分是什么,克拉霉素克拉霉素的成分功效分别有哪些,1
1166,感冒,一月龄婴儿打喷嚏流浓鼻涕怎么治疗好？,一月龄婴儿打喷嚏流浓鼻涕该如何是好？,1
1167,感冒,感冒头痛全身酸痛眼睛迷糊有什么方法,全身酸痛眼睛迷糊于颈椎有关系吗,0
1168,肺炎,氟康唑胶囊使用剂量多少一次？,氟康唑胶囊，五个月用量能吃多少？,0
1169,肺炎,2岁孩子肺炎治好要多久,2岁宝宝肺炎怎么治疗最好,0
1170,感冒,怀孕四个月感冒了可以吃药吗？,怀孕四个月感冒了能否吃药？,1
1171,感冒,九个月宝宝流鼻涕有什么妙招,九个月宝宝流鼻涕怎样治,1
1172,咳血,咨询一下百令胶囊是非处方药吗,咨询一下百令胶囊是不是处方药,1
1173,肺炎,宝宝得肺炎好了后需要隔离多长时间,宝宝得肺炎好了后隔离多久,1
1174,感冒,孕妇感冒了，有什么办法吗,孕妇感冒了有什么药注意的？,0
1175,咳血,百令胶囊是味道是怎样的？,百令胶囊味道好吗，苦还是咸？,1
1176,感冒,孕妇感冒了应该吃什么,孕妇感冒推荐吃什么,1
1177,上呼吸道感染,孩子感冒发烧输水未见好转怎么办,孩子感冒发烧，输液好几天了，不见好转需要怎么办,1
1178,感冒,哺乳期感冒吃什么药好呢？,哺乳期感冒的小妙招有什么,1
1179,肺气肿,肺气肿病人吸氧好吗？,肺气肿患者吸氧多少合适,0
1180,胸膜炎,吃东西左胸口疼是否有好办法能彻底根治吗？,吃东西左胸口疼有哪些好的办法能否根治？,1
1181,肺炎,肺炎一般要治多久才可以好？,一般肺炎要治疗多久才能痊愈,1
1182,上呼吸道感染,清心沉香八味丸需要怎么吃呢,清心沉香八味丸对应症状有哪些,0
1183,感冒,感冒嗓子疼的厉害有什么办法？,感冒嗓子疼的厉害有什么办法？,1
1184,感冒,为什么感冒会引起头痛？,感冒引起头痛是怎么回事,1
1185,感冒,哺乳期妇女感冒能吃什么药,哺乳期妇女感冒可以吃什么药,1
1186,感冒,感冒了为什么流黄鼻涕,感冒流黄鼻涕是什么原因,1
1187,哮喘,宝宝变异性哮喘如何查过敏源？,宝宝花粉过敏，抵抗力过低吃什么药？,0
1188,感冒,老是流鼻涕打喷嚏怎么办？,一直流鼻涕打喷嚏有什么办法吗,1
1189,肺炎,打一次23价肺炎疫苗用多少钱,23价肺炎疫苗价格是多少,1
1190,感冒,孕妇感冒会影响胎儿吗？,孕妇感冒能吃什么药？,0
1191,肺炎,23介肺炎疫苗是不是需要打,打23介肺炎疫苗有什么好处,1
1192,哮喘,变异性哮喘要做哪些检查项目？,检查哮喘花多少钱,0
1193,肺炎,13介肺炎疫苗有必要打吗?,顺庆区接种肺炎疫苗哪个医院好？,0
1194,肺炎,孩子肺炎怎么治疗好得迅速一点?,孩子得了肺炎要怎么治疗好？,1
1195,感冒,全身无力酸痛没劲是怎么回事？是不是感冒了,感冒跟全身无力酸痛没劲有什么关系吗,1
1196,感冒,不到5岁小孩老是感冒怎样治？,不到5岁小孩老是感冒有什么法？,1
1197,支原体肺炎,小儿推拿能否治疗支原体肺炎？,小儿推拿可以治支原体肺炎吗？,1
1198,咳血,荷叶丸这个药有什么作用,荷叶丸属于中成药吗,0
1199,肺炎,如何判断宝宝有没有得肺炎,宝宝肺炎有没有自愈,0
1200,胸膜炎,胸膜炎患者康复后多喝苦菜泡茶可以吗,苦菜泡茶能治病吗,0
1201,感冒,不到5岁小孩老是感冒怎样治？,小孩感冒流鼻涕能吃感冒灵吗,0
1202,胸膜炎,胸膜炎在复查阶段咳嗽这是什么疾病？,胸膜炎在复查阶段咳嗽是患了什么毛病？,1
1203,感冒,为什么经常感冒？,经常感冒有什么办法治吗？,1
1204,感冒,哺乳期感冒可以吃什么药？,哺乳期感冒能吃什么药？,1
1205,肺炎,宝宝患有肺炎在饮食上需要注意什么？,三岁小孩感冒得了肺炎吃点什么药好呢？,0
1206,肺炎,新型冠状病毒肺炎来源,新型冠状病毒肺炎病因,1
1207,哮喘,过敏性哮喘吃什么药有效果？,过敏性哮喘吃什么药效果好的快？,1
1208,肺炎,肺炎输液用哪种药比较好?,今天去医院拍的胸透。肺炎吃什么药啊,0
1209,感冒,宝宝感冒的症状是流鼻涕吗,宝宝流清鼻涕可能是感冒了？,1
1210,胸膜炎,胸膜炎吃药多久能看到效果？,胸膜炎除了吃药还有什么其他方法吗？,0
1211,感冒,孩子感冒流鼻涕该咋办呢,孩子感冒流鼻涕有什么办法呢,1
1212,上呼吸道感染,想要请教一下阿莫西林胶囊可以治疗什么病症的啊,阿莫西林胶囊是治什么病的药,1
1213,哮喘,过敏性哮喘的是怎样治疗的,过敏性哮喘都有哪些治疗手段,1
1214,肺炎,铜绿假单胞菌肺炎的治疗方法是什么？,铜绿假单胞菌肺炎是怎么回事？,0
1215,肺气肿,气紧胸闷肺气肿该怎么做？,肺气肿引起的气短和胸闷怎么办？,1
1216,支原体肺炎,红霉素颗粒小孩一次吃多少合适,红霉素颗粒6岁宝宝可以吃吗,0
1217,上呼吸道感染,服用众生丸不宜吃什么？,众生丸不适合什么人吃？,0
1218,感冒,孩子擤鼻涕耳朵被堵了怎么办,我感冒了然后擤了鼻涕耳朵，感觉有点堵，怎么办？,1
1219,肺炎,打13介肺炎疫苗管用吗?,13介肺炎疫苗多少钱,0
1220,肺气肿,怎么治疗慢性肺阻塞肺气肿？,慢性肺阻塞肺气肿有什么症状？,0
1221,感冒,怀孕感冒了怎么治？？？,怀孕感冒了有啥办法？？？,1
1222,上呼吸道感染,4岁上呼吸道感染低烧不退需要怎么做,5岁低烧不退是病毒性感冒吗,0
1223,支原体肺炎,宝宝肺炎支原体感染用什么方法治疗能治愈？,宝宝得支原体肺炎要采取哪种办法能治愈好？,1
1224,上呼吸道感染,感谢复方甘草口服溶液治好我的病,喝酒后可以服用复方甘草口服溶液吗,0
1225,上呼吸道感染,伊龙清热解毒口服液主要治疗哪些疾病,什么样的疾病可以服用伊龙清热解毒口服液,1
1226,胸膜炎,胸膜炎治愈后有可能复发吗,胸膜炎治愈后复发的可能性大吗,1
1227,上呼吸道感染,消炎止痛服用众生丸管用吗？,消炎止痛服用众生丸有没有不良后果？,0
1228,肺炎,一般肺炎要治疗多久才能痊愈,治好肺炎一般要治疗多长时间,1
1229,肺气肿,患有肺气肿要紧吗严重吗？,肺气肿是怎样发病的？,0
1230,上呼吸道感染,宝宝反复上呼吸道感染怎么处理，是免疫低,宝宝反复上呼吸道感染怎么治疗，是免疫低,1
1231,支原体肺炎,宝宝一周得了支原体肺炎输了五天阿奇霉素能行吗？,支原体肺炎可以根治吗？,0
1232,感冒,孕妇感冒胎儿会有所影响吗？,孕妇感冒了，对胎儿有什么影响吗,1
1233,肺炎,打23价肺炎疫苗需要多少钱啊,23价肺炎疫苗打过后能吃海鲜吗,0
1234,上呼吸道感染,上呼吸道感染需要吃罗红霉素吗？,罗红霉素作用是什么,0
1235,胸膜炎,胸膜炎的恶性结果是什么,胸膜炎能治好吗,0
1236,肺气肿,肺气肿该怎么治疗好？,怎样治疗肺气肿有效,1
1237,上呼吸道感染,感冒咳嗽服用化痰消咳片一天需要吃多少,感冒咳嗽服用化痰消咳片一天吃几次一次吃几片,1
1238,肺气肿,肺气肿吸氧有什么作用,肺气肿病人吸氧好吗？,1
1239,感冒,怀孕前期感冒了怎样效果好？？？,怀孕前期感冒了用什么办法？？？,1
1240,胸膜炎,胸膜炎吃药多久能看到效果？,胸膜炎吃药有效果需要多长时间？,1
1241,肺气肿,x线肺气肿是怎么回事？,肺气肿x线指什么？,1
1242,上呼吸道感染,小孩上呼道感染怎样治疗,小孩反复上呼道感染的危害是什么,0
1243,感冒,小孩子一直打喷嚏是感冒了吗？,小孩感冒打预防针会怎么样？,0
1244,咳血,百令胶囊有什么注意事项？,服用百令胶囊有什么需要特别注意的吗？,1
1245,哮喘,变异性哮喘能不能治疗好？,变异性哮喘该如何治疗？,0
1246,肺炎,23介肺炎疫苗有打的必要吗,肺炎的23价疫苗有必要打吗,1
1247,感冒,怀孕感冒吃阿莫西林有影响吗,怀孕感冒能服用莲花清瘟胶囊吗,0
1248,肺气肿,肺气肿引发心脏问题后还能打感冒预防针吗,为什么肺气肿会引起心脏病,0
1249,胸膜炎,用什么消炎药对胸膜炎肺炎好,胸膜炎肺炎吃什么药,0
1250,支原体肺炎,顺尔宁能治什么疾病？,顺尔宁是用于治疗怎样的疾病？,1
1251,感冒,怀孕前期感冒了怎样效果好？？？,刚怀孕就感冒了会影响胎儿吗？,0
1252,胸膜炎,胸膜炎和经常生气有什么关系吗,胸膜炎是怎么引起肺炎的,0
1253,感冒,一直感冒流鼻涕怎么办,伤风感冒流鼻涕怎么办,0
1254,支原体肺炎,儿童支原体肺炎吃几个疗程的阿奇霉素能好？,儿童支原体肺炎吃什么药好？,0
1255,肺气肿,64岁老人肺气肿慢支炎怎么治疗,怎样治疗老年人的慢支肺气肿,1
1256,感冒,感冒后喉咙有痰如何处理？,感冒后喉咙有痰该做什么？,1
1257,上呼吸道感染,孕妇咳嗽的厉害可以喝泻白糖浆吗,泻白糖浆治疗孕妇咳嗽有没有用,1
1258,感冒,来月经时能否吃感冒药？,感冒能吃阿莫西林吗,0
1259,胸膜炎,胸膜炎引起反复发烧的可能性大吗,结核性胸膜炎有什么特征,0
1260,肺气肿,肺气肿病人可以做运动吗？运动有好处没有？,肺气肿怎样锻炼肺功能？,0
1261,上呼吸道感染,冬天嗓子疼咽炎喝着金果饮效果好吗？,冬天嗓子疼咽炎喝金果饮管用不？,1
1262,上呼吸道感染,阿莫西林胶囊吃了7粒有什么后果？,阿莫西林胶囊吃了7粒会导致什么结果？,1
1263,感冒,感冒总流鼻涕是怎么回事呀？,为什么感冒就一直流鼻涕,1
1264,上呼吸道感染,惠菲宣愈美片的效果有那么好吗,惠菲宣愈美片能否同感冒清一起服用吗,0
1265,肺炎,肺炎退烧了还咳嗽怎样治疗,肺炎退烧了还咳嗽怎么治,1
1266,支原体肺炎,小儿肺炎支原体肺炎会留下后遗症吗？,小儿肺炎支原体肺炎有没有后遗症?,1
1267,支原体肺炎,肺炎支原体发高烧如何是好？,肺炎支原体发高烧如何处理？,1
