id,category,query1,query2,label
1668,肺气肿,患了肺气肿一般会有哪些症状表现啊,肺气肿症状有哪些？,1
1669,肺气肿,肺气肿患者在家有什么需要注意的？,肺气肿在家的注意事项是什么？,1
1670,感冒,六个月的宝宝有点流鼻涕有什么办法吗？,六个月的婴儿，轻微流鼻涕怎么办？,1
1671,感冒,刚满月婴儿感冒，怎么治疗？,婴儿感冒没有别的症状不用药可以吗,0
1672,肺气肿,肺气肿是什么原因造成的？,医生肺气肿是什么原因造成的？,1
1673,肺炎,婴幼儿肺炎的表现是什么,怎样判断是肺炎还是支气管炎,0
1674,肺炎,5岁孩子得肺炎怎么治疗,孩子得了肺炎要怎么治疗好？,1
1675,肺气肿,肺气肿会导致哪些并发症啊？,得了肺气肿会出现什么样的并发症呢,1
1676,肺炎,23价肺炎疫苗打后不舒服正常吗,23价肺炎疫苗打后发烧怎么办,1
1677,感冒,感冒引起的鼻塞流鼻涕吃什么药,感冒鼻塞流鼻涕不严重不吃药行吗,0
1678,肺炎,肺炎的症状有哪些,新冠性肺炎的症状有哪些症状,0
1679,感冒,感冒了孕妇能喝姜汤红糖水吗,怀孕3个月妈妈能喝姜汤红糖水吗,0
1680,感冒,经常感冒是怎么回事啊？,经常感冒吃什么增加抵抗力？,0
1681,胸膜炎,胸膜炎做个胸部CT能检查出来吗？,CT能查出胸膜炎吗？,1
1682,感冒,宝宝有透明粘鼻涕需要处理吗,宝宝有透明粘鼻涕怎样治,1
1683,胸膜炎,胸膜炎患者康复后能不能多喝苦菜泡茶吗,苦菜泡茶能治病吗,0
1684,肺气肿,肺气肿是一种什么疾病？,肺气肿是什么样的病呢?,1
1685,感冒,怎么治疗感冒流鼻涕咳嗽有痰,感冒流鼻涕咳嗽有痰可以吃水果吗,0
1686,感冒,六个月的宝宝有点流鼻涕采取什么办法？,六个月的宝宝有点流鼻涕怎么治？,1
1687,感冒,一个月的宝宝感冒了怎么办呀,刚满月的婴儿感冒有什么症状呢？,0
1688,感冒,七个月大的宝宝流鼻涕该如何是好？,宝宝老是打喷嚏该怎么护理,0
1689,哮喘,过敏性哮喘的治疗方法是什么,为什么皮肤很容易过敏,0
1690,感冒,儿童感冒需要注意什么？,儿童感冒发烧能引起肺炎吗,0
1691,感冒,感冒了吃药时茶叶水能服用吗？,感冒了吃药时可以喝抗病毒口服液吗,0
1692,胸膜炎,结合性胸膜炎检查x光能看出不一样吗,结合性胸膜炎属于常见的一种疾病吗,0
1693,哮喘,有哪些健身方式适合哮喘病患者?,哮喘病能治好吗？,0
1694,肺炎,幼儿肺炎有什么好的偏方吗,小儿肺炎的偏方是什么,1
1695,肺气肿,怎么会得肺气肿？,得了肺气肿影响睡眠吗？,0
1696,咳血,血热月经淋漓半月还能吃断血流片吗,断血流片适应症有哪些,0
1697,上呼吸道感染,复方甘草口服溶液具体用法用量是多少,正确服用复方甘草口服溶液的方法是什么,1
1698,胸膜炎,得过胸膜炎以后发烧胸会疼吗,发烧会不会引起得过胸膜炎的人胸痛,1
1699,肺气肿,肺气肿引起的气短和胸闷怎么办？,胸闷肺气肿能痊愈吗,0
1700,感冒,排卵期前吃感冒药能怀孕吗,排卵期前吃感冒药还有可能怀孕吗,1
1701,肺炎,得过肺炎的人应该注意些什么?,得了糖尿病应该注意什么呢？,0
1702,上呼吸道感染,8岁的儿童可以用众生胶囊吗,众生胶囊是专治什么病的,0
1703,肺气肿,肺气肿患者晚期如何治疗？,肺气肿患者晚期有哪些症状？,0
1704,肺炎,得了肺炎容易致死吗,得了肺炎了要怎么办？,0
1705,肺气肿,怎样治疗肺气肿有效,肺气肿该怎么治疗好？,1
1706,肺气肿,肺气肿的病需要手术治疗吗,肺气肿要动手术吗？,1
1707,感冒,感冒怎么办？吃什么药会好的快一点？,感冒用什么方法能好得快？,1
1708,感冒,感冒属于外科还是内科,感冒挂什么科室,1
1709,肺炎,肺炎13介疫苗需要打吗？,注射13介肺炎疫苗有作用吗?,1
1710,哮喘,哮喘病如何医治，是否传染？,怎么治疗哮喘病，这个病传染吗？,1
1711,肺炎,宝宝五个月大，咳嗽又有肺炎怎么办,五个月宝宝支气管肺炎咳嗽怎么治疗,1
1712,感冒,宝宝流清鼻涕感冒，吃什么药好？,宝宝流清鼻涕，用吃什么药？,1
1713,肺炎,大叶肺炎必须要输够两个疗程吗,大叶肺炎输够两个疗程能痊愈吗？,0
1714,感冒,擤鼻涕把耳朵堵了怎么解决,受凉会不会引起擤鼻涕把耳朵堵了呢,0
1715,肺气肿,吸氧对肺气肿好吗？,肺气肿病人吸氧浓度,0
1716,肺气肿,肺气肿患者发病时气喘该做什么？,肺气肿发病时气喘是怎么回事？,0
1717,肺气肿,肺气肿能吃橄榄油吗？,您好肺气肿是不是喝橄榄油,1
1718,感冒,孕妇感冒怎么好的快,孕妇感冒吃什么好的快,0
1719,感冒,孕妇感冒可以喝板蓝根吗,孕妇感冒了能不能喝板蓝根？,1
1720,肺炎,打几针23价肺炎疫苗合适呢?,什么时候打23价肺炎疫苗合适呢?,0
1721,哮喘,咳嗽变异性哮喘能治疗好吗,咳嗽变异性哮喘能治好吗？,1
1722,感冒,哪种药治感冒最管用？,感冒怎么治?,0
1723,感冒,抵抗力差容易感冒可以吃什么,抵抗力差的人容易患上呼吸道感染吗,0
1724,感冒,小宝宝感冒流鼻涕有什么好方法,小宝宝感冒流鼻涕可以用消炎药吗？,0
1725,咳血,肺癌不咯血是不是说明变好了？,肺癌不咯血是不是情况好转了？,1
1726,胸膜炎,为什么治疗胸膜炎时胸水变多了,治疗胸膜炎时胸水多了是什么原因,1
1727,肺炎,23价肺炎疫苗可以不打吗,23价肺炎疫苗婴儿能打吗,0
1728,上呼吸道感染,联邦克立安能治疗什么病？,联邦克立安的用法用量是什么？,0
1729,感冒,小宝宝感冒流鼻涕最简单的方法,小宝宝感冒流鼻涕咋办,1
1730,感冒,孕妇感冒对胎儿有影响吗？,孕妇感冒会影响胎儿吗？,1
1731,肺气肿,51岁得了肺气肿还有多长时间可活？,肺气肿吃什么药老人？,0
1732,胸膜炎,炎症引起的胸膜炎对胎儿影响大不大？,炎症引起的胸膜炎对胎儿的影响会大吗？,1
1733,肺气肿,有肺气肿应注意些什么？,肺气肿发病类型有多少种？,0
1734,肺炎,利巴韦林颗粒三个月小孩子有肺炎可以使用吗？,三个月小孩子有肺炎可以用利巴韦林颗粒吗？,1
1735,感冒,宝宝流清鼻涕，可以吃什么药？,宝宝流清鼻涕，用吃什么药？,1
1736,感冒,感冒喉咙痛能吃什么水果,感冒喉咙痛是不是咽喉炎,0
1737,胸膜炎,胸膜炎在复查阶段咳嗽是得了哪种疾病？,胸膜炎在复查阶段咳嗽有什么征兆？,0
1738,感冒,孕妇感冒能喝姜汤红糖水吗,孕妇感冒了能喝姜汤红糖水吗,1
1739,肺气肿,肺气肿是为什么引起的？,老年肺气肿吃什么？,0
1740,肺气肿,肺气肿能吃补肺丸吗,多年肺气肿吃药能治好吗,0
1741,感冒,哺乳期感冒可以吃什么药？,哺乳期的妈妈感冒需要和宝宝分开吗？,0
1742,肺炎,小孩肺炎有什么好的治疗方案嘛？,儿童肺炎有什么好的偏方吗？,1
1743,肺炎,宝宝得肺炎好了后隔离多久,吃了替硝唑片后喂孩子对孩子有什么害吗,0
1744,感冒,怀孕感冒吃了感冒清会怎么样？,怀孕感冒吃了感冒清对宝宝没有影响吧,0
1745,感冒,宝宝流鼻涕鼻子不通怎么处理？,宝宝感冒了，流鼻涕鼻子不通，怎么办？,1
1746,肺气肿,怎么治疗患有慢支肺气肿？,患有肺气肿、慢支有好的治疗方法吗？,1
1747,肺炎,得了肺炎怎样治疗,得了肺炎如何治疗,1
1748,肺气肿,医生肺气肿是什么原因造成的？,治肺气肿的最佳方法？,0
1749,感冒,我感冒了然后擤了鼻涕耳朵，感觉有点堵，怎么办？,擤鼻涕把耳朵堵了应该怎么办,1
1750,咳血,益肺清化颗粒一盒有几袋能喝几天,益肺清化颗粒一盒装几袋能喝多长时间,1
1751,哮喘,咳嗽变异性哮喘中医治疗管用吗？,孩子确诊为变异性哮喘，中药期间西药需要停吗？,0
1752,感冒,：我经常感冒是为什么？,：我经常感冒有什么好办法吗？,1
1753,肺炎,为什么会肺炎支原体抗体弱阳性,肺炎支原体抗体弱阳性是怎么回事,1
1754,上呼吸道感染,上呼吸道感染应该怎样保健护理,上呼吸道感染保健护理的操作是什么,1
1755,感冒,经常感冒是怎么回事啊？,为什么经常感冒？,1
1756,上呼吸道感染,阿莫西林胶囊过敏的反应是什么,身上起红点怎么回事,0
1757,胸膜炎,不发烧咳嗽有可能得胸膜炎吗,不发烧咳嗽得胸膜炎可能性大吗,1
1758,哮喘,变异性哮喘饮食禁忌是什么？,变异性哮喘有哪些食物不能吃,1
1759,支原体肺炎,预防小儿支原体肺炎复发的药有什么？,小儿支原体肺炎如何预防？,0
1760,肺炎,肺炎反复发烧是什么原因引起的,肺炎反复发烧怎么办这两天一直发烧？,0
1761,肺炎,孩子肺炎怎么治疗能快速好起来,孩子得了肺炎，快速治疗方法有哪些,1
1762,肺炎,肺炎多长时间能好,肺炎最佳治疗方案是什么,0
1763,上呼吸道感染,淋雨后怎样能让自己不感冒,感冒有什么症状,0
1764,肺炎,23价肺炎疫苗可以不打吗,23价肺炎疫苗能不能不打,1
1765,肺炎,洋葱假单胞菌肺炎该怎么诊断检查？,洋葱假单胞菌肺炎有哪些症状？,0
1766,哮喘,"哮喘,咳嗽,气喘吃孟鲁司特钠片可以吗？",孟鲁司特钠片有什么副作用？,0
1767,上呼吸道感染,小孩上呼道感染怎样治疗,小孩反复上呼道感染的危害是什么,0
1768,感冒,感冒药对孕妇有影响吗,怀孕第一个月能吃感冒药吗,1
1769,上呼吸道感染,上呼吸道感染主要引起的原因 ?,反复上呼吸道感染，什么原因导致,0
1770,胸膜炎,得过胸膜炎公考报名需要填写吗,公考报名用不用填写得过胸膜炎,1
1771,感冒,抵抗力差容易感冒能吃什么,抵抗力差容易感冒补充什么好,1
1772,感冒,感冒还能喝龙牡壮骨颗粒吗,经常感冒影响钙吸收吗,0
1773,肺气肿,60岁得肺气肿还能活多长时间？,肺气肿病人怎么治疗的？,0
1774,肺炎,成人肺炎有哪些症状和体征？,成人肺炎有哪些症状,1
1775,肺炎,肺炎一般要治多久才可以好？,肺炎需要多久能完全治愈,1
1776,支原体肺炎,支原体感染引发的肺炎如何治疗以及食疗呀？,肺炎支原体感染需要住院吗？,0
1777,上呼吸道感染,中耳炎会使上呼吸道感染吗?,中耳炎能引起上呼吸道感染吗,1
1778,上呼吸道感染,小孩上呼道感染该怎么治疗,小孩上呼道感染要高烧几天,0
1779,肺炎,间质性肺炎可以治好吗,间质性肺炎能治愈吗,1
1780,感冒,吃感冒药后多长时间可以怀孕？,吃感冒药后怀孕有影响吗？,0
1781,感冒,孕妇感冒能喝姜汤红糖水吗,孕妇能不能喝姜汤红糖水,1
1782,肺炎,23介肺炎疫苗有没有打的必要？,打23介肺炎疫苗有什么好处,1
1783,感冒,因感冒导致声音沙哑怎么办好？,因为感冒声音沙哑需要及时治疗吗,0
1784,上呼吸道感染,儿童一直反复咳嗽怎么治疗才能好呢,儿童咳嗽期间能吃油腻的食物吗,0
1785,感冒,宝宝吃过东西就吐，要怎么办？,宝宝吃过东西就吐是扁桃体发炎了吗？,0
1786,感冒,孕妇感冒吃哪种感冒药效果好,孕妇感冒了还能洗澡吗,0
1787,哮喘,治疗过敏性哮喘的偏方是什么？,过敏性哮喘有哪些偏方？,1
1788,肺炎,6岁孩子肺炎好后咳嗽多长时间能好？,孩子肺炎出院后还咳嗽怎么回事？,0
1789,胸膜炎,胸膜炎好了为什么还会胸疼？,胸膜炎、胸部疼痛怎么办？,0
1790,哮喘,过敏性哮喘的治疗方法是什么,怎样治疗过敏性哮喘,1
1791,咳血,咯血的话应该怎么处理？,咯血的话应该如何进行抢救？,1
1792,肺炎,23价肺炎疫苗打完要多少钱,23价肺炎疫苗打过后副作用大吗,0
1793,胸膜炎,胸口闷感觉呼吸不到氧气时间有两年了，是为什么？,胸口闷感觉呼吸不到氧气要去医院吗？,0
1794,哮喘,过敏性哮喘有哪些症状？,如何治疗急性发作的过敏性哮喘？,0
1795,哮喘,怎么治过敏性哮喘,过敏性哮喘治疗方法有哪些,1
1796,肺气肿,患有慢支肺气肿如何医治？,慢支肺气肿是什么,0
1797,哮喘,咳嗽变异性哮喘如何治疗？,该怎么治咳嗽变异性哮喘？,1
1798,上呼吸道感染,拉米夫定有哪些副作用和不良反应？,拉米夫定有什么注意事项？,0
1799,感冒,心脑供血不足要怎么办,心脑供血不足有什么症状,0
1800,感冒,怎样处理擤鼻涕堵了耳朵,擤鼻涕把耳朵堵了该怎么做？,1
1801,胸膜炎,胸膜炎求助胸膜炎做CT前要不要打针吗？,胸膜炎求助胸膜炎做CT前要做什么？,0
1802,感冒,感冒头痛全身酸痛眼睛迷糊是为什么,感冒头痛全身酸痛眼睛迷糊可以用抗生素吗,0
1803,感冒,宝宝吃过东西就吐，要怎么办？,宝宝吃过东西就吐，怎么治？,1
1804,支原体肺炎,"女儿九岁,支原体肺炎,已吃药两天不见好怎么治疗？",小孩支原体肺炎的症状有哪些？,0
1805,咳血,服用达肺草的注意事项有哪些,服用达肺草应该注意哪些事项,1
1806,肺炎,孕期妈妈得了肺炎怎么办?,怎样预防肺炎?,0
1807,肺炎,小孩子常用阿奇霉素有什么不良反应？,小孩子常用阿奇霉素有会导致什么后果？,1
1808,哮喘,变异性哮喘的表现有哪些,哪些是变异性哮喘的症状,1
1809,肺炎,大人肺炎的症状有哪些,成人肺炎患者有什么症状,1
1810,感冒,怀孕感冒了采取什么方法？？？,怀孕感冒了有啥办法？？？,1
1811,上呼吸道感染,服用缬沙坦分散片后会对肾产生伤害吗,缬沙坦分散片是中成药吗,0
1812,感冒,宝宝流鼻涕是不是感冒了？,宝宝流鼻涕是怎么办？,1
1813,感冒,一直感冒流鼻涕怎么办,总是感冒流鼻涕怎么治疗,1
1814,上呼吸道感染,信韦灵利巴韦林气雾剂的效果明显吗,信韦灵利巴韦林气雾剂是口腔用药吗,0
1815,胸膜炎,没有得过胸膜炎胸膜增厚怎么回事,得了什么病能引起胸膜增厚,0
1816,肺炎,卡氏肺孢子虫性肺炎有什么症状？,卡氏肺孢子虫性肺炎是什么导致的？,0
1817,感冒,宝宝有透明粘鼻涕怎样治,宝宝有透明粘鼻涕有什么方法,1
1818,肺炎,肺炎的症状有哪些,肺炎的症状有哪些临床表现？,1
1819,上呼吸道感染,儿童一直反复咳嗽怎么治疗才能好呢,儿童反复的咳嗽用什么药能治好呢,1
1820,哮喘,宝宝变异性哮喘如何查过敏源？,宝宝花粉过敏，抵抗力过低吃什么药？,0
1821,上呼吸道感染,哮喘和上呼吸道感染一样吗？,哮喘与上呼吸道感染可以用什么药治疗？,0
1822,肺炎,米氏链球菌肺炎要怎么诊断检查？,米氏链球菌肺炎要注意什么？,0
1823,胸膜炎,血常规检查出来胸膜炎的机率大吗,什么情况下检查血常规,0
1824,胸膜炎,细菌性胸膜炎应如何治疗能否治愈吗,细菌性胸膜炎应如何治疗可不可以治愈,1
1825,胸膜炎,胸膜炎吃什么药效果好？需要多长时间能康复？,胸膜炎吃什么药效果好？要多就病可以康复？,1
1826,感冒,刚刚满月的婴儿感冒有什么好的办法,刚满月婴儿，呼吸不畅，不睡觉，是不是感冒了？,0
1827,上呼吸道感染,小孩上呼道感染怎样治疗,小孩上呼道感染可以吃什么药,1
1828,肺气肿,肺气肿应该怎么治疗，应注意什么？,肺气肿应该怎样治疗？应注意些什么呢？,1
1829,肺气肿,患有肺气肿、慢支有好的治疗方法吗？,老慢支肺气肿用什么药？,0
1830,感冒,小孩感冒鼻塞流鼻涕怎么办才好啊?,孩子感冒流鼻涕有什么办法呢,1
1831,感冒,来月经时能否吃感冒药？,来例假时吃感冒药可行吗？,1
1832,感冒,小宝宝感冒流鼻涕有什么好方法,小宝宝感冒流鼻涕怎么治？,1
1833,感冒,孕妇喝红糖煮姜水可以治感冒吗,孕妇感冒可不可喝红糖煮姜水吗,1
1834,咳血,同仁堂二母宁嗽丸的疗效怎么样,同仁堂二母宁嗽丸的疗效好吗,1
1835,肺气肿,肺气肿患者在家有什么需要注意的？,肺气肿不能吃什么药？,0
1836,胸膜炎,胸膜炎在复查阶段咳嗽是哪种病？,胸膜炎在复查阶段咳嗽是得了哪种疾病？,1
1837,感冒,感冒灵颗粒孕妇能不能使用,孕妇感冒了吃感冒灵颗粒行吗,1
1838,感冒,刚怀孕感冒对胎儿有什么伤害？,怀孕初期感冒了对胎儿有影响吗,1
1839,上呼吸道感染,哪些药治疗儿童上呼吸道感染,儿童上呼道感染能引起咳嗽吗,0
1840,上呼吸道感染,中耳炎会使上呼吸道感染吗?,中耳炎能使上呼吸道严重感染吗？,0
1841,感冒,感冒能不能喝龙牡壮骨颗粒,感冒喝龙牡壮骨颗粒有用吗,1
1842,肺炎,肺炎一般要治疗多长时间才能痊愈?,如何治愈肺炎？,0
1843,感冒,宝宝流鼻涕变成鼻塞怎么治疗,孕妇老是流鼻涕能吃什么药,0
1844,感冒,哺乳期妇女感冒能吃什么药,哺乳期妇女感冒吃药对孩子有影响吗,0
1845,胸膜炎,胸膜炎的结节影是什么意思,胸膜炎有结节影什么办法可以去掉,0
1846,感冒,鼻塞打喷嚏流鼻涕怎么治？,鼻塞打喷嚏流鼻涕用输液吗,0
1847,感冒,小孩子老是感冒怎么治？,小孩子老是感冒咳嗽是上呼吸道感染吗？,0
1848,肺气肿,肺气肿病因严重程度怎么分类,肺气肿的类型有哪些？,1
1849,上呼吸道感染,银黄颗粒可以治疗上呼吸道感染吗,银黄颗粒能治疗上呼吸道感染吗,1
1850,哮喘,过敏性哮喘和咳嗽变异性如何区别,怎么确诊是变异性咳嗽,0
1851,感冒,感冒流鼻涕头疼发热全身出虚汗是为什么,感冒流鼻涕头疼发热全身出虚汗有什么办法,1
1852,胸膜炎,胸膜炎治愈后有可能复发吗,胸膜炎治愈后复发的可能性大吗,1
1853,肺炎,7价肺炎疫苗打完周围发红是什么原因？,7价肺炎疫苗打完周围发红没事？,0
1854,哮喘,变异性哮喘有什么样的症状，严不严重？,变异性哮喘的症状是什么，严重不？,1
1855,感冒,怀孕第一个月能吃感冒药吗,怀孕期间发烧了吃什么药,0
1856,支原体肺炎,硬脂酸红霉素颗粒有平台卖的吗？,硬脂酸红霉素颗粒有什么注意事项？,0
1857,哮喘,治疗过敏性哮喘的偏方有哪些,过敏性哮喘有哪些治疗的偏方？,1
1858,感冒,有孕妇能吃的感冒药？,什么牌子的感冒药是孕妇可以吃的,1
1859,感冒,感冒期间呕吐难受是不是肠胃性感冒,胃肠型感冒能吃止泻药吗,0
1860,肺气肿,老人肺气肿吃些啥药？,肺气肿能活多久？,0
1861,肺气肿,肺气肿早期咳嗽不断要怎么治好？,肺气肿早期能服用哪些药？,0
1862,感冒,鼻塞打喷嚏流鼻涕该怎么办？,鼻塞打喷嚏流鼻涕怎么样 好？,1
1863,胸膜炎,胸膜炎会引起心脏移位吗？,胸膜炎会造成心脏病吗？,1
1864,肺炎,宝宝肺炎的症状都有哪些,一个月宝宝肺炎症状有哪些,0
1865,咳血,银诺克利肺片效果好的厂家是哪个,银诺克利肺片是不是中成药,0
1866,感冒,肺力咳合剂主要适用于什么人群?,肺力咳合剂（健兴）什么样的人群可以服用,1
1867,感冒,宝宝感冒的症状是流鼻涕吗,宝宝流清鼻涕是什么感冒,0
1868,感冒,孩子经常流黄鼻涕能吃药吗？,孩子经常流黄鼻涕适宜吃什么药？,1
1869,肺炎,肺炎13介疫苗需要打吗？,打13介肺炎疫苗管用吗?,1
1870,感冒,小还感冒发热怎样处理比较好,小孩感冒发热吃药还是打针？,1
1871,上呼吸道感染,阿莫西林胶囊用法用量？,阿莫西林胶囊怎么用？,0
1872,肺气肿,肺气肿同肺大泡如何区别？,肺大泡和空洞的区别在哪？,0
1873,感冒,哺乳期腹股沟淋巴结肿大需要怎么治,哺乳期腹股沟淋巴结肿大该怎样,1
1874,支原体肺炎,支原体肺炎已经一个有了还是鼻塞是为什么?,支原体肺炎有哪些症状?,0
1875,肺气肿,有什么方法可以治疗肺气肿？,治疗肺气肿的方法有哪些？,1
1876,咳血,肺癌可以吃阿斯美复方甲氧那明胶囊吗,肺癌患者吃那种药能缓解咳嗽症状吗,0
1877,感冒,宝宝流黄色的粘稠鼻涕该怎么治,宝宝流黄色的粘稠鼻涕有什么方法,1
1878,感冒,哺乳期感冒可以服用阿莫西林吗？,哺乳期感冒是否能吃阿莫西林？,1
1879,感冒,浦乳期不小心感冒了，能不能吃些感冒药？,哺乳期感冒吃药影响孩子吗,0
1880,感冒,哺乳期妈妈感冒了，可以吃速效伤风胶囊吗？,哺乳期妇女感冒能吃速效伤风胶囊吗？,1
1881,胸膜炎,得了胸膜炎该如何是好？,得了胸膜炎会有什么病症？,0
1882,感冒,孕妇感冒吃哪种感冒药效果好,孕妇感冒能不能喝姜汤,0
1883,感冒,一岁半的小孩不感冒老是流鼻涕怎么用药,一岁半的小孩不感冒老是流鼻涕怎样治疗,1
1884,感冒,感冒了停药多久可以怀孕？,吃感冒药后多久不可以怀孕？,1
1885,上呼吸道感染,孕妇怀孕三个月可以服用阿莫西林胶囊吗,孕妇怀孕三个月能不能吃阿莫西林胶囊,1
1886,支原体肺炎,小儿支气管支原体肺炎打针后还发烧是怎么回事？,小儿支气管支原体肺炎有哪些注意事项？,0
1887,上呼吸道感染,上呼吸道感染咳嗽吃什么药,上呼吸道感染咳嗽厉害吃哪种药,1
1888,哮喘,咳嗽变异性哮喘的病因是什么？,咳嗽变异性哮喘病人有什么注意事项吗？,0
1889,肺气肿,肺气肿患者需要做什么检查？,肺气肿是怎么检查的？,0
1890,胸膜炎,初治結核性胸膜炎用什么药效果好,初治結核性胸膜炎应该用什么药啊,1
1891,肺炎,新型肺炎的症状,新型冠状病毒肺炎的症状,1
1892,感冒,感冒引起声音沙哑该怎么治疗？,因为感冒声音沙哑如何是好,1
1893,肺炎,诊断巴斯德菌肺炎要怎么检查？,巴斯德菌肺炎有哪些症状？,0
1894,上呼吸道感染,信韦灵利巴韦林气雾剂的效果好吗,信韦灵利巴韦林气雾剂的效果明显吗,1
1895,上呼吸道感染,什么原因会引起婴幼儿上呼吸道感染,婴幼儿免疫力下降是不是会引起上呼吸道感染,1
1896,肺炎,小孩肺炎该如何预防，这种病严不严重？,小孩肺炎是严重的病吗？怎么能预防？,1
1897,感冒,感冒造成耳朵疼该怎么办？,感冒耳朵疼会影响听力吗？,0
1898,肺气肿,肺气肿病人最明显的表现有哪些呢?,肺气肿有什么药可以治？,0
1899,上呼吸道感染,上呼吸道感染了可以吃什么药？,上呼吸道感染吃消炎药一般多久痊愈？,0
1900,肺气肿,74岁老人慢支肺气肿病怎么治疗,老慢支肺气肿是什么？,0
1901,支原体肺炎,"女儿九岁,支原体肺炎,已吃药两天不见好怎么治疗？","女儿九岁,支原体肺炎,已吃药两天不见好该如何是好？",1
1902,肺炎,小孩肺炎治好后还会咳嗽多长时间,6岁孩子肺炎好后咳嗽多长时间能好？,1
1903,感冒,怀孕四个月孕妇可不可以闻风油精,怀孕四个月孕妇可以闻风油精的味道吗？,1
1904,上呼吸道感染,新四方清热解毒口服液是不是西药呢主要治疗什么病,新四方清热解毒口服液的厂家在哪里,0
1905,肺气肿,肺气肿的症状有什么？,肺气肿症状有哪些？,1
1906,上呼吸道感染,30周孕妇上呼吸道感染怎么治疗？,30周孕妇上呼吸道感染如何治疗？,1
1907,肺气肿,74岁老人慢支肺气肿病怎么治疗,怎样治疗老年人的慢支肺气肿,1
1908,感冒,感冒还能喝龙牡壮骨颗粒吗,感冒能不能喝龙牡壮骨颗粒吗,1
1909,肺炎,肺炎是什么导致的的？,肺炎的发病原因有哪些,1
1910,感冒,感冒喉咙痛可以吃什么水果,感冒喉咙痛能吃什么水果,1
1911,支原体肺炎,支原体肺炎打点滴和吃药哪个更管用？,支原体肺炎有什么治疗方法？,0
1912,哮喘,过敏性哮喘要如何治疗才好呢？,过敏性哮喘有什么临床表现？,0
1913,胸膜炎,胸膜炎复发会是咳嗽引起的吗,咳漱有可能引发胸膜炎复发吗,1
1914,感冒,吃感冒药对孕妇有什么影响吗,孕妇感冒注意多休息多喝水不吃药能不能好,0
1915,哮喘,有哮喘，阿司匹林肠溶片可以长期服用吗？,有哮喘能经常吃阿司匹林肠溶片吗？,1
1916,感冒,七个月大的宝宝流鼻涕怎么办才好,七个月大的宝宝流鼻涕该如何是好？,1
1917,肺炎,小孩抗肺炎支原体抗体lgm阳性怎么处理,小孩抗肺炎支原体抗体lgm阳性如何处理,1
1918,上呼吸道感染,4岁上呼吸道感染低烧不退需要怎么做,5岁低烧不退是病毒性感冒吗,0
1919,肺气肿,肺气肿患者发病时气喘该做什么？,肺气肿和气喘有什么关系,0
1920,肺炎,肺炎支原体阳性打点滴需要几天才能转阴,肺炎支原体阳性咋办,0
1921,肺炎,23价肺炎疫苗的不良反应有哪些？,23价肺炎疫苗会不会有不良反应吗?,1
1922,支原体肺炎,支原体肺炎能吃转移因子胶囊吗？,支原体肺炎病人吃转移因子胶囊可取吗？,1
1923,感冒,感冒打喷嚏流鼻涕，还在哺乳期，怎么办？,哺乳期感冒流鼻涕是抵抗力差吗,0
1924,咳血,无痰无咳嗽咯血是什么病症？,无痰无咳嗽咯血是哪一种病呢？,1
1925,上呼吸道感染,抗病毒口服液能治疗细菌性上呼道感染吗,细菌性上呼道感染是怎么引起的,0
1926,肺气肿,怎样治疗肺气肿有效,治疗肺气肿哪里比较好,0
1927,感冒,哺乳期腹股沟淋巴结肿大该怎样,哺乳期腹股沟淋巴结肿大能用消炎药吗,0
1928,胸膜炎,胸膜炎患者抗病的方法都有什么,胸膜炎患者应该保持什么心情,0
1929,哮喘,怎样治疗咳嗽变异性哮喘？,咳嗽变异性哮喘怎么确诊,0
1930,肺炎,婴幼儿肺炎有什么症状,婴幼儿肺炎能不能输液,0
1931,肺气肿,肺气肿能办慢性病门诊的治疗手续吗,肺气肿的药物有哪些,0
1932,感冒,感冒了性生活有影响吗？,女性有点感冒过性生活可以吗,1
1933,胸膜炎,胸膜炎有可能引起输卵管堵塞吗,胸膜炎有没有可能会导致输卵管堵塞,1
1934,肺气肿,补肺丸治疗肺气肿吗,肺气肿吃补肺丸有用吗？,1
1935,感冒,抵抗力差容易感冒可以吃什么,抵抗力差容易感冒能吃什么,1
1936,感冒,孕妇吃感冒药期间怀孕了，有什么影响,怀孕初期吃感冒药或其他药会怎么样呢？,0
1937,感冒,宝宝老是流鼻涕怎么办？,孩子老是流鼻涕能吃什么？,0
1938,胸膜炎,胸膜炎抽水后十年复发的可能性大吗,胸膜炎是怎么抽水的,0
1939,咳血,服用鹤蟾片有哪些副作用,鹤蟾片用于哪些病症,0
1940,支原体肺炎,克拉霉素胶囊有什么功效？有什么适应症？,克拉霉素胶囊需要注意什么？,0
1941,感冒,感冒打喷嚏该怎么办呢？,感冒不停打喷嚏应该怎么样,1
1942,胸膜炎,胸膜炎打头孢匹胺有效果吗,胸膜炎打头孢匹胺可以吗？,0
1943,哮喘,得了过敏性哮喘要注意哪些问题？,得了过敏性哮喘有什么需要注意的？,1
1944,肺炎,为什么7价肺炎疫苗打完周围发红？,7价肺炎疫苗适合多大的人打？,0
1945,感冒,怎样处理擤鼻涕堵了耳朵,擤鼻涕把耳朵堵了会造成耳鸣吗,0
1946,感冒,宝宝流清鼻涕，用吃什么药？,宝宝流清鼻涕是鼻炎？,0
1947,肺气肿,肺气肿复发的概率高吗,肺气肿为什会反复发作？,0
1948,肺气肿,肺气肿胸闷气短怎么办？,肺气肿胸闷气短怎么办？,1
